Name,Rank,Tuition and fees
New Mexico State University-Dona Ana,216,"$21,234 "
Clovis Community College,NA,NA
Eastern New Mexico University-Main Campus,NA,NA
Eastern New Mexico University-Roswell Campus,NA,NA
Institute of American Indian and Alaska Native Culture and Arts Development,NA,NA
New Mexico Highlands University,NA,NA
New Mexico Junior College,NA,NA
New Mexico Military Institute,NA,NA
University of New Mexico-Gallup Campus,171,"$21,302 "
New Mexico Institute of Mining and Technology,NA,NA
University of New Mexico-Los Alamos Campus,NA,NA
University of New Mexico-Main Campus,NA,NA
New Mexico State University-Alamogordo,NA,NA
New Mexico State University-Carlsbad,NA,NA
New Mexico State University-Grants,NA,NA
New Mexico State University-Main Campus,NA,NA
University of New Mexico-Valencia County Campus,NA,NA
Northern New Mexico College,NA,NA
San Juan College,NA,NA
Santa Fe Community College,NA,NA
Santa Fe University of Art and Design,NA,NA
University of the Southwest,NA,NA
Southwestern College,NA,NA
Southwestern Indian Polytechnic Institute,NA,NA
University of New Mexico-Taos Campus,NA,NA
Mesalands Community College,NA,NA
Vogue College of Cosmetology-Santa Fe,NA,NA
Western New Mexico University,NA,NA
Vaughn College of Aeronautics and Technology,NA,NA
Adelphi University,138,"$34,034 "
Adirondack Community College,NA,NA
Bryant & Stratton College-Albany,NA,NA
Albany College of Pharmacy and Health Sciences,NA,NA
Albany Law School,NA,NA
Albany Medical College,NA,NA
Alfred University,NA,NA
Allen School-Brooklyn,NA,NA
The Ailey School,NA,NA
American Academy of Dramatic Arts-New York,NA,NA
American Academy McAllister Institute of Funeral Service,NA,NA
Joffrey Ballet School,NA,NA
American Musical and Dramatic Academy,NA,NA
Apex Technical School,NA,NA
Arnot Ogden Medical Center,NA,NA
Associated Beth Rivkah Schools,NA,NA
Bank Street College of Education,NA,NA
Bard College,NA,NA
Barnard College,NA,NA
Berk Trade and Business School,NA,NA
Berkeley College-New York,NA,NA
Beth Hatalmud Rabbinical College,NA,NA
Beth Hamedrash Shaarei Yosher Institute,NA,NA
Phillips School of Nursing at Mount Sinai Beth Israel,NA,NA
Brittany Beauty Academy,NA,NA
Boricua College,NA,NA
Bramson ORT College,NA,NA
Briarcliffe College,NA,NA
Brittany Beauty Academy,NA,NA
American Beauty School,NA,NA
Brooklyn Law School,NA,NA
SUNY Broome Community College,NA,NA
Bryant & Stratton College-Amherst,NA,NA
Bryant & Stratton College-Syracuse North,NA,NA
Bryant & Stratton College-Syracuse,NA,NA
Bryant & Stratton College-Buffalo,NA,NA
Bryant & Stratton College-Greece,NA,NA
Canisius College,NA,NA
Capri Cosmetology Learning Centers,NA,NA
St Paul's School of Nursing-Queens,NA,NA
Cayuga County Community College,NA,NA
Cazenovia College,NA,NA
Central Yeshiva Tomchei Tmimim Lubavitz,NA,NA
Cheryl Fells School of Business,NA,NA
Christ the King Seminary,NA,NA
Christine Valmy International School for Esthetics Skin Care & Makeup,NA,NA
Circle in the Square Theatre School,NA,NA
Clarkson University,122,"$46,132 "
Clinton Community College,NA,NA
Cochran School of Nursing,NA,NA
Colgate Rochester Crozer Divinity School,NA,NA
Colgate University,NA,NA
Metropolitan College of New York,NA,NA
Columbia University in the City of New York,6,"$55,056 "
Columbia-Greene Community College,NA,NA
Empire Beauty School-Queens,NA,NA
Concordia College-New York,NA,NA
Continental School of Beauty Culture-Buffalo,NA,NA
Continental School of Beauty Culture-Batavia,NA,NA
Continental School of Beauty Culture-Rochester,NA,NA
Cooper Union for the Advancement of Science and Art,NA,NA
Cornell University,15,"$50,953 "
Weill Cornell Medical College,NA,NA
Corning Community College,NA,NA
Pomeroy College of Nursing at Crouse Hospital,NA,NA
Culinary Institute of America,NA,NA
CUNY Bernard M Baruch College,NA,NA
CUNY Borough of Manhattan Community College,NA,NA
CUNY Bronx Community College,NA,NA
CUNY Brooklyn College,NA,NA
College of Staten Island CUNY,NA,NA
CUNY City College,NA,NA
CUNY Graduate School and University Center,NA,NA
CUNY Hostos Community College,NA,NA
CUNY Hunter College,NA,NA
CUNY John Jay College of Criminal Justice,NA,NA
CUNY Kingsborough Community College,NA,NA
CUNY LaGuardia Community College,NA,NA
CUNY Lehman College,NA,NA
CUNY Medgar Evers College,NA,NA
CUNY New York City College of Technology,NA,NA
CUNY Queens College,NA,NA
CUNY Queensborough Community College,NA,NA
CUNY School of Law,NA,NA
CUNY York College,NA,NA
CVPH Medical Center School of Radiologic Technology,NA,NA
D'Youville College,NA,NA
Daemen College,NA,NA
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,NA,NA
Dominican College of Blauvelt,NA,NA
Dutchess Community College,NA,NA
Belanger School of Nursing,NA,NA
Elmira Business Institute,NA,NA
Elmira College,NA,NA
Erie Community College,NA,NA
Fashion Institute of Technology,NA,NA
Finger Lakes Community College,NA,NA
Five Towns College,NA,NA
Fordham University,57,"$47,317 "
The International Culinary Center,NA,NA
Fulton-Montgomery Community College,NA,NA
Gemological Institute of America-New York,NA,NA
The General Theological Seminary,NA,NA
Genesee Community College,NA,NA
Brittany Beauty Academy,NA,NA
Hamilton College,NA,NA
Hartwick College,NA,NA
Helene Fuld College of Nursing,NA,NA
Herkimer County Community College,NA,NA
Hilbert College,NA,NA
Hobart William Smith Colleges,NA,NA
Hofstra University,126,"$42,160 "
Houghton College,NA,NA
Hudson Valley Community College,NA,NA
Hunter Business School,NA,NA
Institute of Audio Research,NA,NA
Iona College,NA,NA
Isabella Graham Hart School of Practical Nursing,NA,NA
Island Drafting and Technical Institute,NA,NA
Ithaca College,NA,NA
Jamestown Community College,NA,NA
Jamestown Business College,NA,NA
Jefferson Community College,NA,NA
Jewish Theological Seminary of America,NA,NA
The Juilliard School,NA,NA
Kehilath Yakov Rabbinical Seminary,NA,NA
Keuka College,NA,NA
LIM College,NA,NA
Le Moyne College,NA,NA
LIU Brooklyn,NA,NA
LIU Post,NA,NA
Long Island Beauty School-Hempstead,NA,NA
Long Island Business Institute,NA,NA
LIU Hudson at Rockland,NA,NA
LIU Brentwood,NA,NA
Machzikei Hadath Rabbinical College,NA,NA
Mandl School-The College of Allied Health,NA,NA
Manhattan College,NA,NA
Manhattan School of Music,NA,NA
Manhattanville College,NA,NA
Maria College of Albany,NA,NA
Marion S Whelan School of Nursing of Geneva General Hospital,NA,NA
Marist College,NA,NA
Marymount Manhattan College,NA,NA
Medaille College,NA,NA
Memorial College of Nursing,NA,NA
Memorial Hospital School of Radiation Therapy Technology,NA,NA
Mercy College,NA,NA
Mesivta Torah Vodaath Rabbinical Seminary,NA,NA
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,NA,NA
Mesivtha Tifereth Jerusalem of America,NA,NA
Southern Westchester BOCES-Practical Nursing Program,NA,NA
Midway Paris Beauty School,NA,NA
Mildred Elley School-Albany Campus,NA,NA
Mirrer Yeshiva Cent Institute,NA,NA
Modern Welding School,NA,NA
Mohawk Valley Community College,NA,NA
Molloy College,NA,NA
Monroe College,NA,NA
Monroe Community College,NA,NA
Mount Saint Mary College,NA,NA
College of Mount Saint Vincent,NA,NA
Icahn School of Medicine at Mount Sinai,NA,NA
Nassau Community College,NA,NA
Nazareth College,NA,NA
Neighborhood Playhouse School of the Theater,NA,NA
The College of New Rochelle,NA,NA
The New School,NA,NA
New School of Radio and Television,NA,NA
New York Chiropractic College,NA,NA
New York Law School,NA,NA
New York Medical College,NA,NA
New York School for Medical and Dental Assistants,NA,NA
New York Theological Seminary,NA,NA
New York University,36,"$49,062 "
Niagara County Community College,NA,NA
Niagara University,NA,NA
Empire Beauty School-Peekskill,NA,NA
North Country Community College,NA,NA
New York College of Podiatric Medicine,NA,NA
New York Institute of Technology,NA,NA
New York School of Interior Design,NA,NA
Nyack College,NA,NA
Ohr Hameir Theological Seminary,NA,NA
Onondaga Community College,NA,NA
Orange County Community College,NA,NA
Otsego Area BOCES-Practical Nursing Program,NA,NA
Pace University-New York,NA,NA
Paul Smiths College of Arts and Science,NA,NA
Continental School of Beauty Culture-West Seneca,NA,NA
Plaza College,NA,NA
Davis College,NA,NA
Pratt Institute-Main,NA,NA
Rabbinical Academy Mesivta Rabbi Chaim Berlin,NA,NA
Rabbinical College Bobover Yeshiva Bnei Zion,NA,NA
Rabbinical College Beth Shraga,NA,NA
Rabbinical College of Long Island,NA,NA
Rabbinical Seminary of America,NA,NA
Rensselaer Polytechnic Institute,41,"$50,797 "
Ridley-Lowell Business & Technical Institute-Binghamton,NA,NA
Roberts Wesleyan College,NA,NA
Rochester Institute of Technology,100,"$38,568 "
University of Rochester,32,"$50,142 "
Rockland Community College,NA,NA
Empire Beauty School-Manhattan,NA,NA
The Sage Colleges,NA,NA
St Bernard's School of Theology and Ministry,NA,NA
St Bonaventure University,NA,NA
St Francis College,NA,NA
St Joseph's College of Nursing at St Joseph's Hospital Health Center,NA,NA
St Lawrence University,NA,NA
The College of Saint Rose,NA,NA
St. Thomas Aquinas College,NA,NA
Samaritan Hospital School of Nursing,NA,NA
Sarah Lawrence College,NA,NA
Schenectady County Community College,NA,NA
Sh'or Yoshuv Rabbinical College,NA,NA
Siena College,NA,NA
Skidmore College,NA,NA
St. Joseph's College-New York,NA,NA
Saint Vladimirs Orthodox Theological Seminary,NA,NA
Spanish-American Institute,NA,NA
Saint Elizabeth College of Nursing,NA,NA
Saint John Fisher College,141,"$31,880 "
St Paul's School of Nursing-Staten Island,NA,NA
St John's University-New York,NA,NA
New York Career Institute,NA,NA
Branford Hall Career Institute-Bohemia Campus,NA,NA
Sullivan County Community College,NA,NA
SUNY College of Technology at Alfred,NA,NA
SUNY College of Technology at Canton,NA,NA
SUNY College of Technology at Delhi,NA,NA
SUNY College of Agriculture and Technology at Cobleskill,NA,NA
Farmingdale State College,NA,NA
Morrisville State College,NA,NA
SUNY at Albany,NA,NA
Binghamton University,NA,NA
University at Buffalo,NA,NA
Stony Brook University,NA,NA
SUNY College of Environmental Science and Forestry,95,"$17,620 "
SUNY Polytechnic Institute,NA,NA
SUNY College at Brockport,NA,NA
SUNY Buffalo State,NA,NA
SUNY Cortland,NA,NA
SUNY at Fredonia,NA,NA
SUNY College at Geneseo,NA,NA
State University of New York at New Paltz,NA,NA
SUNY Oneonta,NA,NA
SUNY College at Oswego,NA,NA
SUNY College at Potsdam,NA,NA
SUNY at Purchase College,NA,NA
SUNY College of Optometry,NA,NA
SUNY College at Old Westbury,NA,NA
SUNY College at Plattsburgh,NA,NA
SUNY Downstate Medical Center,NA,NA
SUNY Empire State College,NA,NA
SUNY Maritime College,NA,NA
Upstate Medical University,NA,NA
Swedish Institute a College of Health Sciences,NA,NA
Syracuse University,58,"$45,022 "
Talmudical Seminary Oholei Torah,NA,NA
Talmudical Institute of Upstate New York,NA,NA
Teachers College at Columbia University,NA,NA
Technical Career Institutes,NA,NA
Tompkins Cortland Community College,NA,NA
Torah Temimah Talmudical Seminary,NA,NA
Touro College,NA,NA
Trocaire College,NA,NA
Excelsior College,NA,NA
Ulster County Community College,NA,NA
Union College,NA,NA
Union Theological Seminary in the City of New York,NA,NA
United Talmudical Seminary,NA,NA
United States Merchant Marine Academy,NA,NA
Utica College,NA,NA
Vassar College,NA,NA
Villa Maria College,NA,NA
School of Visual Arts,NA,NA
Wagner College,NA,NA
Webb Institute,NA,NA
Wells College,NA,NA
The College of Westchester,NA,NA
SUNY Westchester Community College,NA,NA
Westchester School of Beauty Culture,NA,NA
Wood Tobe-Coburn School,NA,NA
Word of Life Bible Institute,NA,NA
Yeshiva Karlin Stolin,NA,NA
Yeshivat Mikdash Melech,NA,NA
Yeshiva Derech Chaim,NA,NA
Yeshiva of Nitra Rabbinical College,NA,NA
Yeshiva Shaar Hatorah,NA,NA
Yeshiva University,63,"$40,670 "
Yeshivath Viznitz,NA,NA
Yeshivath Zichron Moshe,NA,NA
College of the Albemarle,NA,NA
The Art Institute of Charlotte,NA,NA
South Piedmont Community College,NA,NA
Appalachian State University,NA,NA
Asheville-Buncombe Technical Community College,NA,NA
Barton College,NA,NA
Beaufort County Community College,NA,NA
Belmont Abbey College,NA,NA
Bennett College,NA,NA
Bladen Community College,NA,NA
Blue Ridge Community College,NA,NA
Brevard College,NA,NA
Brunswick Community College,NA,NA
Cabarrus College of Health Sciences,NA,NA
Caldwell Community College and Technical Institute,NA,NA
Campbell University,NA,NA
Cape Fear Community College,NA,NA
Carolina School of Broadcasting,NA,NA
Carteret Community College,NA,NA
Catawba College,NA,NA
Catawba Valley Community College,NA,NA
Central Carolina Community College,NA,NA
Central Piedmont Community College,NA,NA
Chowan University,NA,NA
Cleveland Community College,NA,NA
Coastal Carolina Community College,NA,NA
Craven Community College,NA,NA
Davidson County Community College,NA,NA
Davidson College,NA,NA
Duke University,8,"$51,265 "
Durham Technical Community College,NA,NA
East Carolina University,199,"$22,904 "
Edgecombe Community College,NA,NA
Elizabeth City State University,NA,NA
Elon University,NA,NA
Fayetteville Technical Community College,NA,NA
Fayetteville State University,NA,NA
Forsyth Technical Community College,NA,NA
Gardner-Webb University,210,"$29,850 "
Gaston College,NA,NA
Greensboro College,NA,NA
Guilford College,NA,NA
Guilford Technical Community College,NA,NA
Halifax Community College,NA,NA
Haywood Community College,NA,NA
Heritage Bible College,NA,NA
High Point University,NA,NA
Isothermal Community College,NA,NA
James Sprunt Community College,NA,NA
John Wesley University,NA,NA
Johnson C Smith University,NA,NA
Johnston Community College,NA,NA
Lees-McRae College,NA,NA
Lenoir Community College,NA,NA
Lenoir-Rhyne University,NA,NA
Leons Beauty School Inc,NA,NA
Livingstone College,NA,NA
Louisburg College,NA,NA
Mars Hill University,NA,NA
Martin Community College,NA,NA
Mayland Community College,NA,NA
McDowell Technical Community College,NA,NA
Mercy School of Nursing,NA,NA
Meredith College,NA,NA
Methodist University,NA,NA
Miller-Motte College-Wilmington,NA,NA
Mitchell Community College,NA,NA
Mitchells Hairstyling Academy-Wilson,NA,NA
Montgomery Community College,NA,NA
Montreat College,NA,NA
University of Mount Olive,NA,NA
College of Wilmington,NA,NA
Nash Community College,NA,NA
North Carolina A & T State University,NA,NA
University of North Carolina at Asheville,103,"$31,282 "
University of North Carolina at Chapel Hill,30,"$33,916 "
University of North Carolina at Charlotte,198,"$20,193 "
University of North Carolina at Greensboro,220,"$21,595 "
North Carolina Central University,NA,NA
University of North Carolina School of the Arts,NA,NA
North Carolina State University at Raleigh,89,"$26,399 "
North Carolina Wesleyan College,NA,NA
University of North Carolina Wilmington,NA,NA
Pamlico Community College,NA,NA
William Peace University,NA,NA
University of North Carolina at Pembroke,NA,NA
Pfeiffer University,NA,NA
Piedmont Community College,NA,NA
Pitt Community College,NA,NA
Queens University of Charlotte,NA,NA
Randolph Community College,NA,NA
Richmond Community College,NA,NA
Mid-Atlantic Christian University,NA,NA
Roanoke-Chowan Community College,NA,NA
Robeson Community College,NA,NA
Rockingham Community College,NA,NA
Rowan-Cabarrus Community College,NA,NA
Saint Augustine's University,NA,NA
Salem College,NA,NA
Sampson Community College,NA,NA
Sandhills Community College,NA,NA
Shaw University,NA,NA
Sherrill's University of Barber & Cosmetology,NA,NA
Paul Mitchell the School-Fayetteville,NA,NA
St. Andrews University,NA,NA
Southeastern Community College,NA,NA
Southwestern Community College,NA,NA
Stanly Community College,NA,NA
Southeastern Baptist Theological Seminary,NA,NA
Surry Community College,NA,NA
Alamance Community College,NA,NA
Tri-County Community College,NA,NA
Vance-Granville Community College,NA,NA
Wake Forest University,28,"$49,308 "
Wake Technical Community College,NA,NA
Warren Wilson College,NA,NA
Watts School of Nursing,NA,NA
Wayne Community College,NA,NA
Western Piedmont Community College,NA,NA
Wilkes Community College,NA,NA
