"","Name","City","State","Zip","URL","Latitude","Longitude","ADMrate","Ownership","Citytype","SAT","AvgCost","Major_agriculture","Major_NatureResource","Major_Architecture","Major_CS","Major_Edu","Major_Engineering","Major_Bio","Major_MathStat","Major_Psychology","Major_SocialScience","Major_Business","Major_History"
"153","Hendrix College","Conway","AR","72032-3080","www.hendrix.edu","35.101565","-92.443256","0.771",2,"13","1287",56050,"0","1","0","1","1","0","1","1","1","1","1","1"
"154","Hot Springs Beauty College","Hot Springs","AR","71901","hotspringsbeautycollege.com","34.496057","-93.037277","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"155","Jefferson Regional Medical Center School of Nursing","Pine Bluff","AR","71603","www.jrmc.org","34.187831","-92.018045","NULL",2,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"156","John Brown University","Siloam Springs","AR","72761","www.jbu.edu","36.189812","-94.560283","0.7711",2,"32","1173",36782,"0","0","0","0","1","1","1","1","2","1","2","1"
"157","Career Academy of Hair Design","Springdale","AR","72764-7128","www.beautynwa.com","36.167605","-94.12947","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"158","Academy of Salon and Spa","Fort Smith","AR","72901","www.academysalonspa.com","35.38097","-94.41616","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"159","Arkansas State University Mid-South","West Memphis","AR","72301-3829","www.asumidsouth.edu","35.145736","-90.22285","NULL",1,"21","NULL",14894,"0","0","0","0","0","0","0","0","0","0","0","0"
"160","Arkansas Northeastern College","Blytheville","AR","72316-1109","www.anc.edu","35.898597","-89.921005","NULL",1,"41","NULL",10421,"0","0","0","0","0","0","0","0","0","0","0","0"
"161","New Tyler Barber College Inc","North Little Rock","AR","72114-4973","newtylerbarbercollege.edu","34.760085","-92.254171","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"162","North Arkansas College","Harrison","AR","72601-5508","www.northark.edu","36.219909","-93.08844","NULL",1,"33","NULL",9655,"0","0","0","0","0","0","0","0","0","0","0","0"
"163","Northwest Technical Institute","Springdale","AR","72764","www.nwti.edu","36.178032","-94.115346","NULL",1,"13","NULL",8331,"0","0","0","0","0","0","0","0","0","0","0","0"
"164","Ouachita Baptist University","Arkadelphia","AR","71998-0001","www.obu.edu","34.126093","-93.052471","0.6688",2,"32","1116",34740,"0","0","0","1","1","1","1","1","1","1","2","1"
"165","College of the Ouachitas","Malvern","AR","72104-0816","www.coto.edu","34.378745","-92.821416","NULL",1,"31","NULL",12205,"0","0","0","0","0","0","0","0","0","0","0","0"
"166","Ozarka College","Melbourne","AR","72556-0010","www.ozarka.edu","36.053031","-91.896355","NULL",1,"43","NULL",11728,"0","0","0","0","0","0","0","0","0","0","0","0"
"167","University of the Ozarks","Clarksville","AR","72830","https://www.ozarks.edu","35.476278","-93.467221","0.8682",2,"33","999",36207,"0","1","0","0","1","0","1","1","1","1","1","0"
"168","University of Arkansas Community College-Morrilton","Morrilton","AR","72110","www.uaccm.edu","35.172136","-92.728507","0.7719",1,"32","950",10795,"0","0","0","0","0","0","0","0","0","0","0","0"
"169","Philander Smith College","Little Rock","AR","72202-3799","https://www.philander.edu","34.737131","-92.283015","NULL",2,"12","NULL",25442,"0","0","0","1","1","0","1","1","1","1","1","0"
"170","Phillips Community College of the University of Arkansas","Helena","AR","72342-0785","www.pccua.edu","34.546155","-90.616884","NULL",1,"41","NULL",10255,"0","0","0","0","0","0","0","0","0","0","0","0"
"171","Southeast Arkansas College","Pine Bluff","AR","71603","www.seark.edu","34.210309","-92.025936","NULL",1,"13","NULL",12021,"0","0","0","0","0","0","0","0","0","0","0","0"
"172","Professional Cosmetology Education Center","El Dorado","AR","71730-4009","www.pcec.edu","33.216032","-92.664101","NULL",3,"33","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"173","University of Arkansas-Pulaski Technical College","North Little Rock","AR","72118-3347","www.uaptc.edu","34.782783","-92.299184","NULL",1,"13","NULL",14412,"0","0","0","0","0","0","0","0","0","0","0","0"
"174","University of Arkansas Community College-Hope","Hope","AR","71801","www.uacch.edu","33.641665","-93.596762","NULL",1,"32","NULL",13917,"0","0","0","0","0","0","0","0","0","0","0","0"
"175","University of Arkansas Community College Rich Mountain","Mena","AR","71953","www.uarichmountain.edu","34.591449","-94.219799","NULL",1,"33","NULL",11017,"0","0","0","0","0","0","0","0","0","0","0","0"
"176","Paul Mitchell the School-Arkansas","Fayetteville","AR","72703","https://paulmitchell.edu/arkansas/","36.126373","-94.153892","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"177","Searcy Beauty College","Searcy","AR","72143","searcybeautycollege.com/","35.239148","-91.735135","NULL",3,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"178","Shorter College","N Little Rock","AR","72114","www.shortercollege.edu","34.75933","-92.261331","NULL",2,"13","NULL",20528,"0","0","0","0","0","0","0","0","0","0","0","0"
"179","Williams Baptist College","Walnut Ridge","AR","72476","www.wbcoll.edu","36.125676","-90.940277","0.6051",2,"42","970",26649,"0","0","0","1","1","0","1","0","1","0","1","1"
"180","South Arkansas Community College","El Dorado","AR","71731-7010","www.southark.edu","33.209446","-92.666087","NULL",1,"33","NULL",12469,"0","0","0","0","0","0","0","0","0","0","0","0"
"181","Southern Arkansas University Main Campus","Magnolia","AR","71753","https://www.saumag.edu","33.291618","-93.235922","0.6913",1,"33","989",20696,"1","0","0","1","2","1","1","1","1","1","1","1"
"182","Southern Arkansas University Tech","Camden","AR","71701-1906","www.sautech.edu","33.628367","-92.721629","NULL",1,"42","NULL",17590,"0","0","0","0","0","0","0","0","0","0","0","0"
"183","Velvatex College of Beauty Culture","Little Rock","AR","72202-5452","www.velvatexcollege.com","34.735685","-92.289597","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"184","University of Arkansas-Fort Smith","Fort Smith","AR","72913-3649","uafs.edu/","35.384184","-94.373729","NULL",1,"13","NULL",15693,"0","0","0","1","1","0","1","1","1","1","2","1"
"185","Academy of Art University","San Francisco","CA","94105","www.academyart.edu","37.787748","-122.400686","NULL",3,"11","NULL",38000,"0","0","2","2","2","0","0","0","0","0","2","0"
"186","Academy of Chinese Culture and Health Sciences","Oakland","CA","94612","www.acchs.edu","37.805972","-122.269839","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"187","The Academy of Radio and TV Broadcasting","Huntington Beach","CA","92647","WWW.ARBRADIO.COM","33.728895","-117.987666","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"188","Avalon School of Cosmetology-Alameda","Alameda","CA","94501","avalon.edu/locations/alameda-ca/","37.764203","-122.243566","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"189","College of Alameda","Alameda","CA","94501","alameda.peralta.edu/","37.781017","-122.279303","NULL",1,"21","NULL",12038,"0","0","0","0","0","0","0","0","0","0","0","0"
"190","Allan Hancock College","Santa Maria","CA","93454-6399","www.hancockcollege.edu/","34.943716","-120.421144","NULL",1,"12","NULL",9932,"0","0","0","0","0","0","0","0","0","0","0","0"
"191","American Academy of Dramatic Arts-Los Angeles","Los Angeles","CA","90028","www.aada.edu","34.095378","-118.343701","0.7701",2,"11","NULL",51581,"0","0","0","0","0","0","0","0","0","0","0","0"
"192","American Baptist Seminary of the West","Berkeley","CA","94704-3029","www.absw.edu","37.865252","-122.256149","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"193","American Film Institute Conservatory","Los Angeles","CA","90027-1625","www.AFI.com","34.10767","-118.310018","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"194","American Beauty College","West Covina","CA","91790","www.americanbeautycollege.com","34.069367","-117.936959","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"195","American Career College-Los Angeles","Los Angeles","CA","90004","americancareercollege.edu/","34.079323","-118.292481","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"196","American Conservatory Theater","San Francisco","CA","94108-5834","www.act-sf.org","37.787343","-122.40475","NULL",2,"11","NULL",47827,"0","0","0","0","0","0","0","0","0","0","0","0"
"197","American River College","Sacramento","CA","95841-4286","www.arc.losrios.edu/","38.649734","-121.346012","NULL",1,"21","NULL",13611,"0","0","0","0","0","0","0","0","0","0","0","0"
"198","Antelope Valley College","Lancaster","CA","93536-5426","www.avc.edu","34.676207","-118.186166","NULL",1,"21","NULL",9973,"0","0","0","0","0","0","0","0","0","0","0","0"
"199","Art Center College of Design","Pasadena","CA","91103","www.artcenter.edu","34.169031","-118.185102","0.6925",2,"12","NULL",61420,"0","0","1","1","0","0","0","0","0","0","0","0"
"200","Associated Technical College-Los Angeles","Los Angeles","CA","90017-1604","www.atcla.edu","34.055987","-118.27243","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"201","Associated Technical College-San Diego","San Diego","CA","92101","www.atcsd.edu","32.715375","-117.157988","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"202","Azusa Pacific University","Azusa","CA","91702-7000","www.apu.edu","34.130047","-117.888375","0.6146",2,"21","1035",48284,"0","0","0","2","1","0","1","1","1","1","2","1"
"203","Bakersfield College","Bakersfield","CA","93305-1299","www.bakersfieldcollege.edu/","35.40911","-118.973753","NULL",1,"11","NULL",9472,"0","0","0","0","0","0","0","0","0","0","0","0"
"204","Barstow Community College","Barstow","CA","92311","www.barstow.edu","34.871451","-117.02523","NULL",1,"32","NULL",14789,"0","0","0","0","0","0","0","0","0","0","0","0"
"205","Bellus Academy-National City","National City","CA","91950","www.bellusacademy.edu","32.67657","-117.0897","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"206","Bethesda University","Anaheim","CA","92801","www.buc.edu","33.842295","-117.941323","NULL",2,"11","NULL",16877,"0","0","0","1","1","0","0","0","0","0","1","0"
"207","Biola University","La Mirada","CA","90639-0001","https://www.biola.edu","33.906203","-118.014374","0.6485",2,"21","1093",48857,"0","1","0","1","1","1","1","1","1","1","1","1"
"208","Brownson Technical School","Anaheim","CA","92805","www.brownson.edu","33.819032","-117.905774","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"209","Bryan University","Tempe","AZ","85281","bryanuniversity.edu","33.437779","-111.944197","NULL",3,"12","NULL",23538,"0","0","0","0","0","0","0","0","0","0","0","0"
"210","Butte College","Oroville","CA","95965-8399","www.butte.edu","39.649782","-121.644831","NULL",1,"42","NULL",11595,"0","0","0","0","0","0","0","0","0","0","0","0"
"211","Phillips Graduate University","Chatsworth","CA","91311","pgu.edu","34.242","-118.567688","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"212","California Institute of Integral Studies","San Francisco","CA","94103","www.ciis.edu","37.774924","-122.416102","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"213","Cabrillo College","Aptos","CA","95003","www.cabrillo.edu","36.989448","-121.924797","NULL",1,"22","NULL",14686,"0","0","0","0","0","0","0","0","0","0","0","0"
"214","California Baptist University","Riverside","CA","92504-3297","www.calbaptist.edu","33.929321","-117.425619","0.6399",2,"11","988",41826,"0","1","0","2","2","1","1","1","2","2","2","1"
"215","California College of the Arts","San Francisco","CA","94107-2247","www.cca.edu","37.767485","-122.399451","0.6485",2,"11","NULL",59502,"0","0","1","0","0","0","0","0","0","0","0","0"
"216","University of California-Hastings College of Law","San Francisco","CA","94102-4978","www.uchastings.edu","37.781137","-122.4157","NULL",1,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"217","California Institute of Technology","Pasadena","CA","91125","www.caltech.edu","34.137349","-118.125878","0.0807",2,"12","1555",63471,"0","0","0","1","0","1","1","1","0","1","1","1"
"218","California Lutheran University","Thousand Oaks","CA","91360-2787","www.callutheran.edu/","34.224566","-118.878924","0.6419",2,"12","1107",54373,"0","1","0","1","0","1","1","1","1","1","2","1"
"219","California Polytechnic State University-San Luis Obispo","San Luis Obispo","CA","93407","calpoly.edu","35.299513","-120.657311","0.2949",1,"23","1270",25300,"1","1","1","1","1","1","1","1","1","1","1","1"
"220","Alliant International University-San Diego","San Diego","CA","92131","www.alliant.edu","32.897056","-117.094398","0.8571",3,"11","NULL",28258,"0","0","0","0","0","0","0","0","1","1","1","0"
"221","California State University-Bakersfield","Bakersfield","CA","93311-1099","www.csub.edu","35.350005","-119.104711","0.6782",1,"11","NULL",16481,"1","1","0","1","1","1","1","1","1","1","1","1"
"222","California State University-Stanislaus","Turlock","CA","95382-0299","https://www.csustan.edu","37.52577","-120.852511","0.7434",1,"23","NULL",16588,"1","0","0","1","1","0","1","1","1","1","1","1"
"223","California State University-San Bernardino","San Bernardino","CA","92407-2397","www.csusb.edu","34.182622","-117.323801","0.5814",1,"12","877",15988,"0","1","0","1","1","1","1","1","1","1","1","1"
"224","California State Polytechnic University-Pomona","Pomona","CA","91768","www.cpp.edu","34.054273","-117.819019","0.5916",1,"21","1045",21223,"1","0","1","1","1","1","1","1","1","1","1","1"
"225","California State University-Chico","Chico","CA","95929-0150","www.csuchico.edu","39.729712","-121.844859","0.6525",1,"13","997",22417,"1","1","0","1","1","1","1","1","1","2","1","1"
"226","California State University-Dominguez Hills","Carson","CA","90747-0005","www.csudh.edu","33.864766","-118.255917","0.4791",1,"13","NULL",13027,"0","0","0","1","1","0","1","1","1","1","2","1"
"227","California State University-Fresno","Fresno","CA","93740","www.csufresno.edu","36.814477","-119.748258","0.5354",1,"11","907",16078,"1","1","0","1","1","1","1","1","1","1","1","1"
"228","California State University-Fullerton","Fullerton","CA","92831-3599","www.fullerton.edu","33.881506","-117.885446","0.4823",1,"21","1017",17049,"0","0","0","1","1","1","1","1","1","2","2","1"
"229","California State University-East Bay","Hayward","CA","94542","www.csueastbay.edu","37.65707","-122.058073","0.6975",1,"12","NULL",20303,"0","1","0","1","0","1","1","1","1","1","2","1"
"230","California State University-Long Beach","Long Beach","CA","90840-0115","www.csulb.edu","33.782818","-118.11204","0.3189",1,"11","1052",18192,"0","1","0","1","1","1","1","1","1","1","1","1"
"231","California State University-Los Angeles","Los Angeles","CA","90032-8506","www.calstatela.edu","34.066927","-118.168965","0.637",1,"11","870",13385,"1","0","0","1","1","1","1","1","1","1","1","1"
"232","California State University-Northridge","Northridge","CA","91330","https://www.csun.edu","34.240126","-118.529319","0.4824",1,"11","918",16591,"0","0","0","1","1","1","1","1","1","1","1","1"
"233","California State University-Sacramento","Sacramento","CA","95819-2694","www.csus.edu","38.559415","-121.423549","0.7194",1,"11","937",18535,"0","1","0","1","1","1","1","1","1","1","1","1"
"234","University of California-Berkeley","Berkeley","CA","94720","www.berkeley.edu","37.871918","-122.260463","0.1693",1,"12","1422",34924,"0","1","1","1","0","1","1","1","1","1","1","1"
"235","University of California-Davis","Davis","CA","95616-8678","www.ucdavis.edu","38.539667","-121.749567","0.4228",1,"23","1218",33904,"1","1","1","1","1","1","1","1","1","1","1","1"
"236","University of California-Irvine","Irvine","CA","92697","www.uci.edu/","33.648434","-117.841248","0.4065",1,"11","1206",31198,"0","1","1","1","1","1","1","1","1","1","1","1"
"237","University of California-Los Angeles","Los Angeles","CA","90095-1405","www.ucla.edu/","34.068892","-118.443901","0.1799",1,"11","1334",33078,"0","1","1","1","0","1","1","1","1","1","1","1"
"238","University of California-Riverside","Riverside","CA","92521","WWW.UCR.EDU","33.97246","-117.32741","0.6634",1,"11","1078",31494,"0","1","0","1","0","1","1","1","1","1","1","1"
"239","University of California-San Diego","La Jolla","CA","92093","www.ucsd.edu","32.876598","-117.237793","0.3566",1,"11","1324",31043,"0","1","0","1","1","1","1","1","1","1","1","1"
"240","University of California-San Francisco","San Francisco","CA","94143-0244","www.ucsf.edu","37.762736","-122.458049","NULL",1,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"241","University of California-Santa Barbara","Santa Barbara","CA","93106","www.ucsb.edu","34.416297","-119.846426","0.3577",1,"22","1281",34998,"0","1","0","1","0","1","1","1","1","1","1","1"
